Index        TIME          {V(2)+1.0}    {I(VPULSE) + 3.0E-3}
2599    1.44319494e-08   1.00000000e+00   3.02236544e-03   
2600    1.44358156e-08   1.00000000e+00   3.02217416e-03   
2601    1.44396818e-08   1.00000000e+00   3.02198343e-03   
2602    1.44435481e-08   1.00000000e+00   3.02179330e-03   
2603    1.44474143e-08   1.00000000e+00   3.02160489e-03   
2604    1.44512805e-08   1.00000000e+00   3.02141503e-03   
2605    1.44541901e-08   1.00000000e+00   3.02127275e-03   
2606    1.44570997e-08   1.00000000e+00   3.02113092e-03   
2607    1.44600093e-08   1.00000000e+00   3.02098933e-03   
2608    1.44658285e-08   1.00000000e+00   3.02070835e-03   
2609    1.44692026e-08   1.00000000e+00   3.02054484e-03   
2610    1.44725767e-08   1.00000000e+00   3.02038204e-03   
2611    1.44756134e-08   1.00000000e+00   3.02023641e-03   
2612    1.44786501e-08   1.00000000e+00   3.02009136e-03   
2613    1.44816868e-08   1.00000000e+00   3.01994688e-03   
2614    1.44846638e-08   1.00000000e+00   3.01980588e-03   
2615    1.44876409e-08   1.00000000e+00   3.01966552e-03   
2616    1.44906179e-08   1.00000000e+00   3.01952586e-03   
2617    1.44933675e-08   1.00000000e+00   3.01939757e-03   
2618    1.44961171e-08   1.00000000e+00   3.01926995e-03   
2619    1.44988668e-08   1.00000000e+00   3.01914302e-03   
2620    1.45013582e-08   1.00000000e+00   3.01902870e-03   
2621    1.45038497e-08   1.00000000e+00   3.01891504e-03   
2622    1.45063412e-08   1.00000000e+00   3.01880205e-03   
2623    1.45085736e-08   1.00000000e+00   3.01870148e-03   
2624    1.45108061e-08   1.00000000e+00   3.01860154e-03   
2625    1.45130385e-08   1.00000000e+00   3.01850224e-03   
2626    1.45150243e-08   1.00000000e+00   3.01841453e-03   
2627    1.45170101e-08   1.00000000e+00   3.01832742e-03   
2628    1.45209818e-08   1.00000000e+00   3.01815462e-03   
2629    1.45229283e-08   1.00000000e+00   3.01807111e-03   
2630    1.45246735e-08   1.00000000e+00   3.01799706e-03   
2631    1.45264187e-08   1.00000000e+00   3.01792357e-03   
2632    1.45299091e-08   1.00000000e+00   3.01777825e-03   
2633    1.45302923e-08   1.00000000e+00   3.01776199e-03   
2634    1.45306516e-08   1.00000000e+00   3.01774751e-03   
2635    1.45310109e-08   1.00000000e+00   3.01773297e-03   
2636    1.45313701e-08   1.00000000e+00   3.01771841e-03   
2637    1.45320887e-08   1.00000000e+00   3.01768926e-03   
2638    1.45328072e-08   1.00000000e+00   3.01766035e-03   
2639    1.45334539e-08   1.00000000e+00   3.01763431e-03   
2640    1.45341006e-08   1.00000000e+00   3.01760844e-03   
2641    1.45353940e-08   1.00000000e+00   3.01755714e-03   
2642    1.45365580e-08   1.00000000e+00   3.01751134e-03   
2643    1.45377221e-08   1.00000000e+00   3.01746604e-03   
2644    1.45388861e-08   1.00000000e+00   3.01742123e-03   
2645    1.45398638e-08   1.00000000e+00   3.01738398e-03   
2646    1.45408415e-08   1.00000000e+00   3.01734715e-03   
2647    1.45427968e-08   1.00000000e+00   3.01727479e-03   
2648    1.45437244e-08   1.00000000e+00   3.01724087e-03   
2649    1.45445592e-08   1.00000000e+00   3.01721090e-03   
2650    1.45453940e-08   1.00000000e+00   3.01718131e-03   
2651    1.45463593e-08   1.00000000e+00   3.01714764e-03   
2652    1.45482901e-08   1.00000000e+00   3.01708221e-03   
2653    1.45484785e-08   1.00000000e+00   3.01707552e-03   
2654    1.45486100e-08   1.00000000e+00   3.01707118e-03   
2655    1.45487414e-08   1.00000000e+00   3.01706687e-03   
2656    1.45488729e-08   1.00000000e+00   3.01706255e-03   
2657    1.45491358e-08   1.00000000e+00   3.01705389e-03   
2658    1.45493987e-08   1.00000000e+00   3.01704536e-03   
2659    1.45496615e-08   1.00000000e+00   3.01703681e-03   
2660    1.45499244e-08   1.00000000e+00   3.01702832e-03   
2661    1.45504502e-08   1.00000000e+00   3.01701162e-03   
2662    1.45509234e-08   1.00000000e+00   3.01699675e-03   
2663    1.45513966e-08   1.00000000e+00   3.01698212e-03   
2664    1.45518698e-08   1.00000000e+00   3.01696773e-03   
2665    1.45523264e-08   1.00000000e+00   3.01695405e-03   
2666    1.45527830e-08   1.00000000e+00   3.01694061e-03   
2667    1.45536962e-08   1.00000000e+00   3.01691460e-03   
2668    1.45541411e-08   1.00000000e+00   3.01690207e-03   
2669    1.45545415e-08   1.00000000e+00   3.01689110e-03   
2670    1.45549419e-08   1.00000000e+00   3.01688034e-03   
2671    1.45552073e-08   1.00000000e+00   3.01687329e-03   
2672    1.45554726e-08   1.00000000e+00   3.01686636e-03   
2673    1.45556863e-08   1.00000000e+00   3.01686084e-03   
2674    1.45559000e-08   1.00000000e+00   3.01685540e-03   
2675    1.45561136e-08   1.00000000e+00   3.01685001e-03   
2676    1.45565410e-08   1.00000000e+00   3.01683933e-03   
2677    1.45569683e-08   1.00000000e+00   3.01682896e-03   
2678    1.45573957e-08   1.00000000e+00   3.01681859e-03   
2679    1.45582503e-08   1.00000000e+00   3.01679789e-03   
2680    1.45591050e-08   1.00000000e+00   3.01677698e-03   
2681    1.45608144e-08   1.00000000e+00   3.01673388e-03   
2682    1.45625237e-08   1.00000000e+00   3.01668933e-03   
2683    1.45659424e-08   1.00000000e+00   3.01659429e-03   
2684    1.45693612e-08   1.00000000e+00   3.01649413e-03   
2685    1.45727799e-08   1.00000000e+00   3.01638931e-03   
2686    1.45761986e-08   1.00000000e+00   3.01628206e-03   
2687    1.45796173e-08   1.00000000e+00   3.01616883e-03   
2688    1.45826894e-08   1.00000000e+00   3.01606409e-03   
2689    1.45857616e-08   1.00000000e+00   3.01595682e-03   
2690    1.45888337e-08   1.00000000e+00   3.01584714e-03   
2691    1.45949779e-08   1.00000000e+00   3.01562356e-03   
2692    1.45984594e-08   1.00000000e+00   3.01549190e-03   
2693    1.46015927e-08   1.00000000e+00   3.01537178e-03   
2694    1.46047260e-08   1.00000000e+00   3.01525035e-03   
2695    1.46078593e-08   1.00000000e+00   3.01512765e-03   
2696    1.46141259e-08   1.00000000e+00   3.01488041e-03   
2697    1.46171548e-08   1.00000000e+00   3.01475883e-03   
2698    1.46201837e-08   1.00000000e+00   3.01463649e-03   
2699    1.46229098e-08   1.00000000e+00   3.01452608e-03   
2700    1.46256358e-08   1.00000000e+00   3.01441532e-03   
2701    1.46283619e-08   1.00000000e+00   3.01430425e-03   
2702    1.46338139e-08   1.00000000e+00   3.01408204e-03   
2703    1.46365274e-08   1.00000000e+00   3.01397090e-03   
2704    1.46392410e-08   1.00000000e+00   3.01385959e-03   
2705    1.46416831e-08   1.00000000e+00   3.01375953e-03   
2706    1.46441253e-08   1.00000000e+00   3.01365954e-03   
2707    1.46465674e-08   1.00000000e+00   3.01355960e-03   
2708    1.46514518e-08   1.00000000e+00   3.01336032e-03   
2709    1.46539491e-08   1.00000000e+00   3.01325852e-03   
2710    1.46564463e-08   1.00000000e+00   3.01315683e-03   
2711    1.46586939e-08   1.00000000e+00   3.01306558e-03   
2712    1.46609415e-08   1.00000000e+00   3.01297457e-03   
2713    1.46631890e-08   1.00000000e+00   3.01288378e-03   
2714    1.46676841e-08   1.00000000e+00   3.01270303e-03   
2715    1.46700113e-08   1.00000000e+00   3.01260984e-03   
2716    1.46723384e-08   1.00000000e+00   3.01251687e-03   
2717    1.46746656e-08   1.00000000e+00   3.01242431e-03   
2718    1.46793199e-08   1.00000000e+00   3.01224029e-03   
2719    1.46815357e-08   1.00000000e+00   3.01215321e-03   
2720    1.46837515e-08   1.00000000e+00   3.01206638e-03   
2721    1.46857457e-08   1.00000000e+00   3.01198860e-03   
2722    1.46877399e-08   1.00000000e+00   3.01191115e-03   
2723    1.46897341e-08   1.00000000e+00   3.01183400e-03   
2724    1.46937225e-08   1.00000000e+00   3.01168073e-03   
2725    1.46957668e-08   1.00000000e+00   3.01160285e-03   
2726    1.46978111e-08   1.00000000e+00   3.01152538e-03   
2727    1.46998554e-08   1.00000000e+00   3.01144847e-03   
2728    1.47039439e-08   1.00000000e+00   3.01129604e-03   
2729    1.47059249e-08   1.00000000e+00   3.01122302e-03   
2730    1.47079060e-08   1.00000000e+00   3.01115037e-03   
2731    1.47096889e-08   1.00000000e+00   3.01108541e-03   
2732    1.47114718e-08   1.00000000e+00   3.01102082e-03   
2733    1.47132547e-08   1.00000000e+00   3.01095660e-03   
2734    1.47168206e-08   1.00000000e+00   3.01082911e-03   
2735    1.47186791e-08   1.00000000e+00   3.01076332e-03   
2736    1.47205377e-08   1.00000000e+00   3.01069783e-03   
2737    1.47222104e-08   1.00000000e+00   3.01063924e-03   
2738    1.47238831e-08   1.00000000e+00   3.01058096e-03   
2739    1.47255558e-08   1.00000000e+00   3.01052297e-03   
2740    1.47289012e-08   1.00000000e+00   3.01040781e-03   
2741    1.47306380e-08   1.00000000e+00   3.01034856e-03   
2742    1.47323748e-08   1.00000000e+00   3.01028955e-03   
2743    1.47339380e-08   1.00000000e+00   3.01023674e-03   
2744    1.47355011e-08   1.00000000e+00   3.01018418e-03   
2745    1.47370643e-08   1.00000000e+00   3.01013188e-03   
2746    1.47401906e-08   1.00000000e+00   3.01002793e-03   
2747    1.47418042e-08   1.00000000e+00   3.00997473e-03   
2748    1.47434179e-08   1.00000000e+00   3.00992173e-03   
2749    1.47448701e-08   1.00000000e+00   3.00987426e-03   
2750    1.47463224e-08   1.00000000e+00   3.00982702e-03   
2751    1.47477747e-08   1.00000000e+00   3.00977998e-03   
2752    1.47506792e-08   1.00000000e+00   3.00968645e-03   
2753    1.47521674e-08   1.00000000e+00   3.00963891e-03   
2754    1.47536556e-08   1.00000000e+00   3.00959152e-03   
2755    1.47549950e-08   1.00000000e+00   3.00954907e-03   
2756    1.47563343e-08   1.00000000e+00   3.00950680e-03   
2757    1.47576737e-08   1.00000000e+00   3.00946470e-03   
2758    1.47603525e-08   1.00000000e+00   3.00938096e-03   
2759    1.47617124e-08   1.00000000e+00   3.00933876e-03   
2760    1.47630723e-08   1.00000000e+00   3.00929668e-03   
2761    1.47642963e-08   1.00000000e+00   3.00925897e-03   
2762    1.47655202e-08   1.00000000e+00   3.00922140e-03   
2763    1.47667442e-08   1.00000000e+00   3.00918398e-03   
2764    1.47691921e-08   1.00000000e+00   3.00910951e-03   
2765    1.47704205e-08   1.00000000e+00   3.00907239e-03   
2766    1.47716489e-08   1.00000000e+00   3.00903536e-03   
2767    1.47727544e-08   1.00000000e+00   3.00900216e-03   
2768    1.47738600e-08   1.00000000e+00   3.00896909e-03   
2769    1.47749655e-08   1.00000000e+00   3.00893612e-03   
2770    1.47771766e-08   1.00000000e+00   3.00887049e-03   
2771    1.47782694e-08   1.00000000e+00   3.00883826e-03   
2772    1.47793622e-08   1.00000000e+00   3.00880609e-03   
2773    1.47803457e-08   1.00000000e+00   3.00877724e-03   
2774    1.47813292e-08   1.00000000e+00   3.00874848e-03   
2775    1.47823127e-08   1.00000000e+00   3.00871981e-03   
2776    1.47842797e-08   1.00000000e+00   3.00866271e-03   
2777    1.47852832e-08   1.00000000e+00   3.00863374e-03   
2778    1.47862867e-08   1.00000000e+00   3.00860483e-03   
2779    1.47871898e-08   1.00000000e+00   3.00857889e-03   
2780    1.47880930e-08   1.00000000e+00   3.00855303e-03   
2781    1.47889961e-08   1.00000000e+00   3.00852724e-03   
2782    1.47908024e-08   1.00000000e+00   3.00847586e-03   
2783    1.47917905e-08   1.00000000e+00   3.00844791e-03   
2784    1.47927785e-08   1.00000000e+00   3.00842001e-03   
2785    1.47937665e-08   1.00000000e+00   3.00839221e-03   
2786    1.47957426e-08   1.00000000e+00   3.00833684e-03   
2787    1.47968061e-08   1.00000000e+00   3.00830722e-03   
2788    1.47978696e-08   1.00000000e+00   3.00827767e-03   
2789    1.47989331e-08   1.00000000e+00   3.00824822e-03   
2790    1.48010600e-08   1.00000000e+00   3.00818960e-03   
2791    1.48022001e-08   1.00000000e+00   3.00815839e-03   
2792    1.48033401e-08   1.00000000e+00   3.00812724e-03   
2793    1.48044802e-08   1.00000000e+00   3.00809622e-03   
2794    1.48067603e-08   1.00000000e+00   3.00803450e-03   
2795    1.48079778e-08   1.00000000e+00   3.00800176e-03   
2796    1.48091953e-08   1.00000000e+00   3.00796911e-03   
2797    1.48104129e-08   1.00000000e+00   3.00793661e-03   
2798    1.48128480e-08   1.00000000e+00   3.00787195e-03   
2799    1.48141439e-08   1.00000000e+00   3.00783778e-03   
2800    1.48154399e-08   1.00000000e+00   3.00780372e-03   
2801    1.48167359e-08   1.00000000e+00   3.00776982e-03   
2802    1.48193278e-08   1.00000000e+00   3.00770241e-03   
2803    1.48207031e-08   1.00000000e+00   3.00766691e-03   
2804    1.48220784e-08   1.00000000e+00   3.00763154e-03   
2805    1.48234537e-08   1.00000000e+00   3.00759634e-03   
2806    1.48262043e-08   1.00000000e+00   3.00752638e-03   
2807    1.48276597e-08   1.00000000e+00   3.00748966e-03   
2808    1.48291152e-08   1.00000000e+00   3.00745308e-03   
2809    1.48305706e-08   1.00000000e+00   3.00741669e-03   
2810    1.48334815e-08   1.00000000e+00   3.00734441e-03   
2811    1.48350179e-08   1.00000000e+00   3.00730657e-03   
2812    1.48365542e-08   1.00000000e+00   3.00726891e-03   
2813    1.48380906e-08   1.00000000e+00   3.00723145e-03   
2814    1.48411633e-08   1.00000000e+00   3.00715708e-03   
2815    1.48427812e-08   1.00000000e+00   3.00711826e-03   
2816    1.48443991e-08   1.00000000e+00   3.00707963e-03   
2817    1.48460170e-08   1.00000000e+00   3.00704124e-03   
2818    1.48492528e-08   1.00000000e+00   3.00696503e-03   
2819    1.48509527e-08   1.00000000e+00   3.00692536e-03   
2820    1.48526526e-08   1.00000000e+00   3.00688591e-03   
2821    1.48543525e-08   1.00000000e+00   3.00684670e-03   
2822    1.48577523e-08   1.00000000e+00   3.00676893e-03   
2823    1.48595344e-08   1.00000000e+00   3.00672856e-03   
2824    1.48613166e-08   1.00000000e+00   3.00668843e-03   
2825    1.48630987e-08   1.00000000e+00   3.00664856e-03   
2826    1.48666630e-08   1.00000000e+00   3.00656952e-03   
2827    1.48685274e-08   1.00000000e+00   3.00652859e-03   
2828    1.48703917e-08   1.00000000e+00   3.00648793e-03   
2829    1.48722561e-08   1.00000000e+00   3.00644757e-03   
2830    1.48759849e-08   1.00000000e+00   3.00636755e-03   
2831    1.48779311e-08   1.00000000e+00   3.00632624e-03   
2832    1.48798774e-08   1.00000000e+00   3.00628522e-03   
2833    1.48818236e-08   1.00000000e+00   3.00624450e-03   
2834    1.48857162e-08   1.00000000e+00   3.00616385e-03   
2835    1.48877436e-08   1.00000000e+00   3.00612232e-03   
2836    1.48897710e-08   1.00000000e+00   3.00608110e-03   
2837    1.48917984e-08   1.00000000e+00   3.00604021e-03   
2838    1.48958533e-08   1.00000000e+00   3.00595924e-03   
2839    1.48979607e-08   1.00000000e+00   3.00591767e-03   
2840    1.49000681e-08   1.00000000e+00   3.00587643e-03   
2841    1.49021755e-08   1.00000000e+00   3.00583553e-03   
2842    1.49063903e-08   1.00000000e+00   3.00575460e-03   
2843    1.49085760e-08   1.00000000e+00   3.00571317e-03   
2844    1.49107616e-08   1.00000000e+00   3.00567209e-03   
2845    1.49129473e-08   1.00000000e+00   3.00563136e-03   
2846    1.49173185e-08   1.00000000e+00   3.00555083e-03   
2847    1.49195801e-08   1.00000000e+00   3.00550971e-03   
2848    1.49218416e-08   1.00000000e+00   3.00546897e-03   
2849    1.49241032e-08   1.00000000e+00   3.00542860e-03   
2850    1.49286262e-08   1.00000000e+00   3.00534880e-03   
2851    1.49309606e-08   1.00000000e+00   3.00530819e-03   
2852    1.49332950e-08   1.00000000e+00   3.00526797e-03   
2853    1.49356293e-08   1.00000000e+00   3.00522813e-03   
2854    1.49402981e-08   1.00000000e+00   3.00514943e-03   
2855    1.49427014e-08   1.00000000e+00   3.00510951e-03   
2856    1.49451047e-08   1.00000000e+00   3.00506998e-03   
2857    1.49475080e-08   1.00000000e+00   3.00503086e-03   
2858    1.49523146e-08   1.00000000e+00   3.00495360e-03   
2859    1.49547820e-08   1.00000000e+00   3.00491453e-03   
2860    1.49572494e-08   1.00000000e+00   3.00487589e-03   
2861    1.49597168e-08   1.00000000e+00   3.00483764e-03   
2862    1.49646517e-08   1.00000000e+00   3.00476216e-03   
2863    1.49671774e-08   1.00000000e+00   3.00472413e-03   
2864    1.49697031e-08   1.00000000e+00   3.00468652e-03   
2865    1.49722287e-08   1.00000000e+00   3.00464932e-03   
2866    1.49772801e-08   1.00000000e+00   3.00457593e-03   
2867    1.49798570e-08   1.00000000e+00   3.00453909e-03   
2868    1.49824339e-08   1.00000000e+00   3.00450268e-03   
2869    1.49850108e-08   1.00000000e+00   3.00446667e-03   
2870    1.49901646e-08   1.00000000e+00   3.00439568e-03   
2871    1.49927842e-08   1.00000000e+00   3.00436018e-03   
2872    1.49954038e-08   1.00000000e+00   3.00432511e-03   
2873    1.49980235e-08   1.00000000e+00   3.00429045e-03   
2874    1.50032628e-08   1.00000000e+00   3.00422212e-03   
2875    1.50059151e-08   1.00000000e+00   3.00418811e-03   
2876    1.50085674e-08   1.00000000e+00   3.00415452e-03   
2877    1.50112197e-08   1.00000000e+00   3.00412132e-03   
2878    1.50165243e-08   1.00000000e+00   3.00405591e-03   
2879    1.50212984e-08   1.00000000e+00   3.00399816e-03   
2880    1.50260726e-08   1.00000000e+00   3.00394153e-03   
2881    1.50308467e-08   1.00000000e+00   3.00388604e-03   
2882    1.50403950e-08   1.00000000e+00   3.00377839e-03   
2883    1.50489885e-08   1.00000000e+00   3.00368521e-03   
2884    1.50575819e-08   1.00000000e+00   3.00359542e-03   
2885    1.50661754e-08   1.00000000e+00   3.00350892e-03   
2886    1.50747688e-08   1.00000000e+00   3.00342558e-03   
2887    1.50792999e-08   1.00000000e+00   3.00338287e-03   
2888    1.50815654e-08   1.00000000e+00   3.00336187e-03   
2889    1.50838309e-08   1.00000000e+00   3.00334099e-03   
2890    1.50856487e-08   1.00000000e+00   3.00332412e-03   
2891    1.50871057e-08   1.00000000e+00   3.00331038e-03   
2892    1.50885628e-08   1.00000000e+00   3.00329633e-03   
2893    1.50900198e-08   1.00000000e+00   3.00328194e-03   
2894    1.50929339e-08   1.00000000e+00   3.00325232e-03   
2895    1.50946183e-08   1.00000000e+00   3.00323442e-03   
2896    1.50961342e-08   1.00000000e+00   3.00321806e-03   
2897    1.50974986e-08   1.00000000e+00   3.00320314e-03   
2898    1.50988629e-08   1.00000000e+00   3.00318804e-03   
2899    1.51002273e-08   1.00000000e+00   3.00317276e-03   
2900    1.51029559e-08   1.00000000e+00   3.00314178e-03   
2901    1.51045035e-08   1.00000000e+00   3.00312384e-03   
2902    1.51058962e-08   1.00000000e+00   3.00310761e-03   
2903    1.51071497e-08   1.00000000e+00   3.00309294e-03   
2904    1.51084032e-08   1.00000000e+00   3.00307820e-03   
2905    1.51096567e-08   1.00000000e+00   3.00306339e-03   
2906    1.51109752e-08   1.00000000e+00   3.00304776e-03   
2907    1.51122937e-08   1.00000000e+00   3.00303207e-03   
2908    1.51136122e-08   1.00000000e+00   3.00301635e-03   
2909    1.51148390e-08   1.00000000e+00   3.00300168e-03   
2910    1.51160659e-08   1.00000000e+00   3.00298697e-03   
2911    1.51172927e-08   1.00000000e+00   3.00297224e-03   
2912    1.51183851e-08   1.00000000e+00   3.00295910e-03   
2913    1.51194774e-08   1.00000000e+00   3.00294595e-03   
2914    1.51205697e-08   1.00000000e+00   3.00293277e-03   
2915    1.51215236e-08   1.00000000e+00   3.00292125e-03   
2916    1.51224774e-08   1.00000000e+00   3.00290972e-03   
2917    1.51243851e-08   1.00000000e+00   3.00288664e-03   
2918    1.51245978e-08   1.00000000e+00   3.00288407e-03   
2919    1.51247447e-08   1.00000000e+00   3.00288231e-03   
2920    1.51248915e-08   1.00000000e+00   3.00288054e-03   
2921    1.51250384e-08   1.00000000e+00   3.00287877e-03   
2922    1.51253322e-08   1.00000000e+00   3.00287523e-03   
2923    1.51256259e-08   1.00000000e+00   3.00287168e-03   
2924    1.51259197e-08   1.00000000e+00   3.00286812e-03   
2925    1.51262134e-08   1.00000000e+00   3.00286455e-03   
2926    1.51268009e-08   1.00000000e+00   3.00285740e-03   
2927    1.51273885e-08   1.00000000e+00   3.00285023e-03   
2928    1.51279760e-08   1.00000000e+00   3.00284305e-03   
2929    1.51285635e-08   1.00000000e+00   3.00283586e-03   
2930    1.51291287e-08   1.00000000e+00   3.00282893e-03   
2931    1.51296938e-08   1.00000000e+00   3.00282200e-03   
2932    1.51308242e-08   1.00000000e+00   3.00280808e-03   
2933    1.51313552e-08   1.00000000e+00   3.00280155e-03   
2934    1.51318252e-08   1.00000000e+00   3.00279575e-03   
2935    1.51321938e-08   1.00000000e+00   3.00279121e-03   
2936    1.51325255e-08   1.00000000e+00   3.00278711e-03   
2937    1.51328572e-08   1.00000000e+00   3.00278300e-03   
2938    1.51331890e-08   1.00000000e+00   3.00277889e-03   
2939    1.51338524e-08   1.00000000e+00   3.00277066e-03   
2940    1.51345159e-08   1.00000000e+00   3.00276243e-03   
2941    1.51358428e-08   1.00000000e+00   3.00274605e-03   
2942    1.51371697e-08   1.00000000e+00   3.00272980e-03   
2943    1.51384966e-08   1.00000000e+00   3.00271369e-03   
2944    1.51411504e-08   1.00000000e+00   3.00268181e-03   
2945    1.51431441e-08   1.00000000e+00   3.00265832e-03   
2946    1.51449080e-08   1.00000000e+00   3.00263789e-03   
2947    1.51466719e-08   1.00000000e+00   3.00261777e-03   
2948    1.51484359e-08   1.00000000e+00   3.00259795e-03   
2949    1.51519638e-08   1.00000000e+00   3.00255896e-03   
2950    1.51542453e-08   1.00000000e+00   3.00253452e-03   
2951    1.51562987e-08   1.00000000e+00   3.00251305e-03   
2952    1.51583521e-08   1.00000000e+00   3.00249204e-03   
2953    1.51604055e-08   1.00000000e+00   3.00247149e-03   
2954    1.51645123e-08   1.00000000e+00   3.00243136e-03   
2955    1.51669909e-08   1.00000000e+00   3.00240816e-03   
2956    1.51692216e-08   1.00000000e+00   3.00238792e-03   
2957    1.51714523e-08   1.00000000e+00   3.00236825e-03   
2958    1.51736830e-08   1.00000000e+00   3.00234912e-03   
2959    1.51781443e-08   1.00000000e+00   3.00231202e-03   
2960    1.51807977e-08   1.00000000e+00   3.00229113e-03   
2961    1.51831856e-08   1.00000000e+00   3.00227304e-03   
2962    1.51855736e-08   1.00000000e+00   3.00225557e-03   
2963    1.51879616e-08   1.00000000e+00   3.00223869e-03   
2964    1.51927375e-08   1.00000000e+00   3.00220619e-03   
2965    1.51955632e-08   1.00000000e+00   3.00218821e-03   
2966    1.51981063e-08   1.00000000e+00   3.00217275e-03   
2967    1.52006494e-08   1.00000000e+00   3.00215794e-03   
2968    1.52031925e-08   1.00000000e+00   3.00214372e-03   
2969    1.52082787e-08   1.00000000e+00   3.00211657e-03   
2970    1.52112738e-08   1.00000000e+00   3.00210181e-03   
2971    1.52142689e-08   1.00000000e+00   3.00208793e-03   
2972    1.52169645e-08   1.00000000e+00   3.00207605e-03   
2973    1.52196601e-08   1.00000000e+00   3.00206474e-03   
2974    1.52223557e-08   1.00000000e+00   3.00205397e-03   
2975    1.52277469e-08   1.00000000e+00   3.00203361e-03   
2976    1.52309276e-08   1.00000000e+00   3.00202269e-03   
2977    1.52341083e-08   1.00000000e+00   3.00201257e-03   
2978    1.52369710e-08   1.00000000e+00   3.00200401e-03   
2979    1.52398336e-08   1.00000000e+00   3.00199594e-03   
2980    1.52426963e-08   1.00000000e+00   3.00198834e-03   
2981    1.52484216e-08   1.00000000e+00   3.00197414e-03   
2982    1.52517620e-08   1.00000000e+00   3.00196674e-03   
2983    1.52551024e-08   1.00000000e+00   3.00196001e-03   
2984    1.52581087e-08   1.00000000e+00   3.00195440e-03   
2985    1.52611150e-08   1.00000000e+00   3.00194917e-03   
2986    1.52641214e-08   1.00000000e+00   3.00194430e-03   
2987    1.52701340e-08   1.00000000e+00   3.00193533e-03   
2988    1.52735959e-08   1.00000000e+00   3.00193079e-03   
2989    1.52757593e-08   1.00000000e+00   3.00192817e-03   
2990    1.52777064e-08   1.00000000e+00   3.00192590e-03   
2991    1.52796535e-08   1.00000000e+00   3.00192369e-03   
2992    1.52820257e-08   1.00000000e+00   3.00192111e-03   
2993    1.52843978e-08   1.00000000e+00   3.00191864e-03   
2994    1.52867700e-08   1.00000000e+00   3.00191627e-03   
2995    1.52915142e-08   1.00000000e+00   3.00191174e-03   
2996    1.52942846e-08   1.00000000e+00   3.00190921e-03   
2997    1.52966853e-08   1.00000000e+00   3.00190717e-03   
2998    1.52988459e-08   1.00000000e+00   3.00190541e-03   
2999    1.53010065e-08   1.00000000e+00   3.00190371e-03   
3000    1.53031671e-08   1.00000000e+00   3.00190206e-03   
3001    1.53074884e-08   1.00000000e+00   3.00189891e-03   
3002    1.53102616e-08   1.00000000e+00   3.00189695e-03   
3003    1.53125495e-08   1.00000000e+00   3.00189545e-03   
3004    1.53148375e-08   1.00000000e+00   3.00189401e-03   
3005    1.53171254e-08   1.00000000e+00   3.00189262e-03   
3006    1.53217013e-08   1.00000000e+00   3.00188994e-03   
3007    1.53245658e-08   1.00000000e+00   3.00188830e-03   
3008    1.53269268e-08   1.00000000e+00   3.00188704e-03   
3009    1.53292877e-08   1.00000000e+00   3.00188582e-03   
3010    1.53316487e-08   1.00000000e+00   3.00188463e-03   
3011    1.53363705e-08   1.00000000e+00   3.00188232e-03   
3012    1.53393113e-08   1.00000000e+00   3.00188088e-03   
3013    1.53417180e-08   1.00000000e+00   3.00187976e-03   
3014    1.53430047e-08   1.00000000e+00   3.00187919e-03   
3015    1.53436480e-08   1.00000000e+00   3.00187890e-03   
3016    1.53440694e-08   1.00000000e+00   3.00187872e-03   
3017    1.53444487e-08   1.00000000e+00   3.00187855e-03   
3018    1.53448279e-08   1.00000000e+00   3.00187839e-03   
3019    1.53455864e-08   1.00000000e+00   3.00187810e-03   
3020    1.53461565e-08   1.00000000e+00   3.00187790e-03   
3021    1.53467265e-08   1.00000000e+00   3.00187774e-03   
3022    1.53472965e-08   1.00000000e+00   3.00187762e-03   
3023    1.53479576e-08   1.00000000e+00   3.00187753e-03   
3024    1.53486186e-08   1.00000000e+00   3.00187751e-03   
3025    1.53493661e-08   1.00000000e+00   3.00187755e-03   
3026    1.53501136e-08   1.00000000e+00   3.00187768e-03   
3027    1.53509152e-08   1.00000000e+00   3.00187790e-03   
3028    1.53517770e-08   1.00000000e+00   3.00187823e-03   
3029    1.53526840e-08   1.00000000e+00   3.00187869e-03   
3030    1.53536081e-08   1.00000000e+00   3.00187925e-03   
3031    1.53545249e-08   1.00000000e+00   3.00187990e-03   
3032    1.53554267e-08   1.00000000e+00   3.00188063e-03   
3033    1.53563227e-08   1.00000000e+00   3.00188143e-03   
3034    1.53572308e-08   1.00000000e+00   3.00188232e-03   
3035    1.53581686e-08   1.00000000e+00   3.00188331e-03   
3036    1.53591462e-08   1.00000000e+00   3.00188442e-03   
3037    1.53601627e-08   1.00000000e+00   3.00188566e-03   
3038    1.53612075e-08   1.00000000e+00   3.00188699e-03   
3039    1.53622673e-08   1.00000000e+00   3.00188842e-03   
3040    1.53633335e-08   1.00000000e+00   3.00188991e-03   
3041    1.53644058e-08   1.00000000e+00   3.00189147e-03   
3042    1.53654912e-08   1.00000000e+00   3.00189310e-03   
3043    1.53665991e-08   1.00000000e+00   3.00189481e-03   
3044    1.53677373e-08   1.00000000e+00   3.00189661e-03   
3045    1.53689080e-08   1.00000000e+00   3.00189850e-03   
3046    1.53701083e-08   1.00000000e+00   3.00190047e-03   
3047    1.53713326e-08   1.00000000e+00   3.00190250e-03   
3048    1.53725757e-08   1.00000000e+00   3.00190459e-03   
