Index        TIME          {V(4)+1.5}          V(6)             V(7)
7025    2.80027069e-03   1.56613869e+00   -9.50529563e-01  1.00000000e+00   
7026    2.80027466e-03   1.57318362e+00   -9.50521815e-01  1.00000000e+00   
7027    2.80027863e-03   1.57965352e+00   -9.50514067e-01  1.00000000e+00   
7028    2.80028260e-03   1.58556679e+00   -9.50506319e-01  1.00000000e+00   
7029    2.80028657e-03   1.59094239e+00   -9.50498570e-01  1.00000000e+00   
7030    2.80029054e-03   1.59579980e+00   -9.50490820e-01  1.00000000e+00   
7031    2.80029451e-03   1.60015889e+00   -9.50483069e-01  1.00000000e+00   
7032    2.80029848e-03   1.60403983e+00   -9.50475318e-01  1.00000000e+00   
7033    2.80030245e-03   1.60746301e+00   -9.50467567e-01  1.00000000e+00   
7034    2.80030642e-03   1.61044894e+00   -9.50459815e-01  1.00000000e+00   
7035    2.80031038e-03   1.61301817e+00   -9.50452062e-01  1.00000000e+00   
7036    2.80031435e-03   1.61519124e+00   -9.50444309e-01  1.00000000e+00   
7037    2.80031832e-03   1.61698859e+00   -9.50436555e-01  1.00000000e+00   
7038    2.80032229e-03   1.61843051e+00   -9.50428800e-01  1.00000000e+00   
7039    2.80032626e-03   1.61953707e+00   -9.50421045e-01  1.00000000e+00   
7040    2.80032824e-03   1.62000746e+00   -9.50417182e-01  1.00000000e+00   
7041    2.80032890e-03   1.62015537e+00   -9.50415895e-01  1.00000000e+00   
7042    2.80032956e-03   1.62029450e+00   -9.50414607e-01  1.00000000e+00   
7043    2.80033022e-03   1.62042493e+00   -9.50413320e-01  1.00000000e+00   
7044    2.80033153e-03   1.62065173e+00   -9.50410745e-01  1.00000000e+00   
7045    2.80033285e-03   1.62084519e+00   -9.50408169e-01  1.00000000e+00   
7046    2.80033417e-03   1.62100603e+00   -9.50405594e-01  1.00000000e+00   
7047    2.80033549e-03   1.62113494e+00   -9.50403019e-01  1.00000000e+00   
7048    2.80033812e-03   1.62127072e+00   -9.50397868e-01  1.00000000e+00   
7049    2.80034076e-03   1.62128998e+00   -9.50392717e-01  1.00000000e+00   
7050    2.80034230e-03   1.62126267e+00   -9.50389712e-01  1.00000000e+00   
7051    2.80034383e-03   1.62119787e+00   -9.50386708e-01  1.00000000e+00   
7052    2.80034537e-03   1.62109668e+00   -9.50383703e-01  1.00000000e+00   
7053    2.80034691e-03   1.62096014e+00   -9.50380698e-01  1.00000000e+00   
7054    2.80034845e-03   1.62078931e+00   -9.50377693e-01  1.00000000e+00   
7055    2.80035152e-03   1.62031871e+00   -9.50371682e-01  1.00000000e+00   
7056    2.80035459e-03   1.61972720e+00   -9.50365672e-01  1.00000000e+00   
7057    2.80035767e-03   1.61902263e+00   -9.50359661e-01  1.00000000e+00   
7058    2.80036074e-03   1.61821267e+00   -9.50353649e-01  1.00000000e+00   
7059    2.80036382e-03   1.61730477e+00   -9.50347638e-01  1.00000000e+00   
7060    2.80036689e-03   1.61630619e+00   -9.50341626e-01  1.00000000e+00   
7061    2.80036997e-03   1.61522398e+00   -9.50335613e-01  1.00000000e+00   
7062    2.80037612e-03   1.61277794e+00   -9.50323587e-01  1.00000000e+00   
7063    2.80038227e-03   1.61009977e+00   -9.50311560e-01  1.00000000e+00   
7064    2.80038842e-03   1.60723548e+00   -9.50299531e-01  1.00000000e+00   
7065    2.80039457e-03   1.60422757e+00   -9.50287501e-01  1.00000000e+00   
7066    2.80040072e-03   1.60111515e+00   -9.50275469e-01  1.00000000e+00   
7067    2.80040686e-03   1.59793393e+00   -9.50263436e-01  1.00000000e+00   
7068    2.80041301e-03   1.59471634e+00   -9.50251402e-01  1.00000000e+00   
7069    2.80041916e-03   1.59149162e+00   -9.50239366e-01  1.00000000e+00   
7070    2.80042531e-03   1.58828593e+00   -9.50227329e-01  1.00000000e+00   
7071    2.80043146e-03   1.58512247e+00   -9.50215290e-01  1.00000000e+00   
7072    2.80043761e-03   1.58202163e+00   -9.50203250e-01  1.00000000e+00   
7073    2.80044991e-03   1.57619310e+00   -9.50179165e-01  1.00000000e+00   
7074    2.80046221e-03   1.57082482e+00   -9.50155075e-01  1.00000000e+00   
7075    2.80047451e-03   1.56597316e+00   -9.50130979e-01  1.00000000e+00   
7076    2.80048681e-03   1.56166853e+00   -9.50106878e-01  1.00000000e+00   
7077    2.80049911e-03   1.55791980e+00   -9.50082771e-01  1.00000000e+00   
7078    2.80051141e-03   1.55471848e+00   -9.50058658e-01  1.00000000e+00   
7079    2.80052370e-03   1.55204255e+00   -9.50034539e-01  1.00000000e+00   
7080    2.80053600e-03   1.54985979e+00   -9.50010415e-01  1.00000000e+00   
7081    2.80054830e-03   1.54813081e+00   -9.49986285e-01  1.00000000e+00   
7082    2.80056060e-03   1.54681162e+00   -9.49962149e-01  1.00000000e+00   
7083    2.80057290e-03   1.54585578e+00   -9.49938008e-01  1.00000000e+00   
7084    2.80058326e-03   1.54528037e+00   -9.49917675e-01  1.00000000e+00   
7085    2.80059233e-03   1.54493353e+00   -9.49899856e-01  1.00000000e+00   
7086    2.80059974e-03   1.54474506e+00   -9.49885302e-01  1.00000000e+00   
7087    2.80060393e-03   1.54466706e+00   -9.49877080e-01  1.00000000e+00   
7088    2.80060649e-03   1.54462953e+00   -9.49872043e-01  1.00000000e+00   
7089    2.80060906e-03   1.54460186e+00   -9.49867006e-01  1.00000000e+00   
7090    2.80061162e-03   1.54458363e+00   -9.49861968e-01  1.00000000e+00   
7091    2.80061418e-03   1.54457447e+00   -9.49856930e-01  1.00000000e+00   
7092    2.80061675e-03   1.54457396e+00   -9.49851892e-01  1.00000000e+00   
7093    2.80061931e-03   1.54458172e+00   -9.49846854e-01  1.00000000e+00   
7094    2.80062188e-03   1.54459738e+00   -9.49841815e-01  1.00000000e+00   
7095    2.80062444e-03   1.54462054e+00   -9.49836776e-01  1.00000000e+00   
7096    2.80062701e-03   1.54465086e+00   -9.49831737e-01  1.00000000e+00   
7097    2.80062957e-03   1.54468794e+00   -9.49826698e-01  1.00000000e+00   
7098    2.80063470e-03   1.54478644e+00   -9.49816618e-01  1.00000000e+00   
7099    2.80063983e-03   1.54490658e+00   -9.49806538e-01  1.00000000e+00   
7100    2.80064496e-03   1.54504580e+00   -9.49796456e-01  1.00000000e+00   
7101    2.80065009e-03   1.54520166e+00   -9.49786374e-01  1.00000000e+00   
7102    2.80065521e-03   1.54537185e+00   -9.49776290e-01  1.00000000e+00   
7103    2.80066034e-03   1.54555420e+00   -9.49766206e-01  1.00000000e+00   
7104    2.80066547e-03   1.54574664e+00   -9.49756120e-01  1.00000000e+00   
7105    2.80067060e-03   1.54594726e+00   -9.49746034e-01  1.00000000e+00   
7106    2.80067573e-03   1.54615427e+00   -9.49735947e-01  1.00000000e+00   
7107    2.80068599e-03   1.54658141e+00   -9.49715769e-01  1.00000000e+00   
7108    2.80069624e-03   1.54701118e+00   -9.49695587e-01  1.00000000e+00   
7109    2.80070650e-03   1.54743486e+00   -9.49675402e-01  1.00000000e+00   
7110    2.80071676e-03   1.54784534e+00   -9.49655212e-01  1.00000000e+00   
7111    2.80072701e-03   1.54823703e+00   -9.49635019e-01  1.00000000e+00   
7112    2.80073727e-03   1.54860569e+00   -9.49614821e-01  1.00000000e+00   
7113    2.80074753e-03   1.54894827e+00   -9.49594620e-01  1.00000000e+00   
7114    2.80076804e-03   1.54951954e+00   -9.49554205e-01  1.00000000e+00   
7115    2.80078856e-03   1.54997792e+00   -9.49513775e-01  1.00000000e+00   
7116    2.80080907e-03   1.55033165e+00   -9.49473328e-01  1.00000000e+00   
7117    2.80082959e-03   1.55059328e+00   -9.49432866e-01  1.00000000e+00   
7118    2.80085010e-03   1.55077751e+00   -9.49392389e-01  1.00000000e+00   
7119    2.80086614e-03   1.55088149e+00   -9.49360740e-01  1.00000000e+00   
7120    2.80088217e-03   1.55095265e+00   -9.49329081e-01  1.00000000e+00   
7121    2.80089484e-03   1.55099176e+00   -9.49304060e-01  1.00000000e+00   
7122    2.80090751e-03   1.55101696e+00   -9.49279033e-01  1.00000000e+00   
7123    2.80091850e-03   1.55103028e+00   -9.49257324e-01  1.00000000e+00   
7124    2.80092948e-03   1.55103684e+00   -9.49235610e-01  1.00000000e+00   
7125    2.80094047e-03   1.55103822e+00   -9.49213892e-01  1.00000000e+00   
7126    2.80095146e-03   1.55103586e+00   -9.49192170e-01  1.00000000e+00   
7127    2.80096245e-03   1.55103100e+00   -9.49170443e-01  1.00000000e+00   
7128    2.80097343e-03   1.55102470e+00   -9.49148711e-01  1.00000000e+00   
7129    2.80098442e-03   1.55101788e+00   -9.49126975e-01  1.00000000e+00   
7130    2.80099541e-03   1.55101128e+00   -9.49105234e-01  1.00000000e+00   
7131    2.80100639e-03   1.55100552e+00   -9.49083489e-01  1.00000000e+00   
7132    2.80101738e-03   1.55100105e+00   -9.49061739e-01  1.00000000e+00   
7133    2.80102837e-03   1.55099826e+00   -9.49039985e-01  1.00000000e+00   
7134    2.80105034e-03   1.55100071e+00   -9.48996463e-01  1.00000000e+00   
7135    2.80107232e-03   1.55101156e+00   -9.48952923e-01  1.00000000e+00   
7136    2.80111627e-03   1.55106129e+00   -9.48865788e-01  1.00000000e+00   
7137    2.80115122e-03   1.55111451e+00   -9.48796429e-01  1.00000000e+00   
7138    2.80118618e-03   1.55117726e+00   -9.48727024e-01  1.00000000e+00   
7139    2.80122114e-03   1.55124597e+00   -9.48657573e-01  1.00000000e+00   
7140    2.80125609e-03   1.55131790e+00   -9.48588077e-01  1.00000000e+00   
7141    2.80129105e-03   1.55139116e+00   -9.48518535e-01  1.00000000e+00   
7142    2.80132601e-03   1.55146456e+00   -9.48448947e-01  1.00000000e+00   
7143    2.80139592e-03   1.55160903e+00   -9.48309633e-01  1.00000000e+00   
7144    2.80146584e-03   1.55175113e+00   -9.48170137e-01  1.00000000e+00   
7145    2.80160566e-03   1.55203152e+00   -9.47890596e-01  1.00000000e+00   
7146    2.80174549e-03   1.55231133e+00   -9.47610322e-01  1.00000000e+00   
7147    2.80202515e-03   1.55287311e+00   -9.47047582e-01  1.00000000e+00   
7148    2.80258446e-03   1.55400586e+00   -9.45913331e-01  1.00000000e+00   
7149    2.80370308e-03   1.55630652e+00   -9.43609797e-01  1.00000000e+00   
7150    2.80594033e-03   1.56104759e+00   -9.38863003e-01  1.00000000e+00   
7151    2.81041483e-03   1.57108536e+00   -9.28813840e-01  1.00000000e+00   
7152    2.81488932e-03   1.58185365e+00   -9.18030589e-01  1.00000000e+00   
7153    2.81936382e-03   1.59334762e+00   -9.06521773e-01  1.00000000e+00   
7154    2.82383831e-03   1.60555823e+00   -8.94296488e-01  1.00000000e+00   
7155    2.82831280e-03   1.61847582e+00   -8.81364396e-01  1.00000000e+00   
7156    2.83278730e-03   1.63209017e+00   -8.67735718e-01  1.00000000e+00   
7157    2.83726179e-03   1.64639053e+00   -8.53421226e-01  1.00000000e+00   
7158    2.84173629e-03   1.66136560e+00   -8.38432233e-01  1.00000000e+00   
7159    2.85010000e-03   1.69113052e+00   -8.08647518e-01  1.00000000e+00   
7160    2.85010050e-03   1.69113230e+00   -8.08645670e-01  9.95000000e-01   
7161    2.85010084e-03   1.69113352e+00   -8.08644400e-01  9.91563279e-01   
7162    2.85010119e-03   1.69113473e+00   -8.08643129e-01  9.88126558e-01   
7163    2.85010153e-03   1.69113594e+00   -8.08641859e-01  9.84689838e-01   
7164    2.85010183e-03   1.69113697e+00   -8.08640759e-01  9.81714544e-01   
7165    2.85010209e-03   1.69113789e+00   -8.08639775e-01  9.79050864e-01   
7166    2.85010236e-03   1.69113880e+00   -8.08638790e-01  9.76387184e-01   
7167    2.85010263e-03   1.69113969e+00   -8.08637805e-01  9.73723504e-01   
7168    2.85010289e-03   1.69114056e+00   -8.08636821e-01  9.71059824e-01   
7169    2.85010316e-03   1.69114140e+00   -8.08635836e-01  9.68396144e-01   
7170    2.85010343e-03   1.69114222e+00   -8.08634852e-01  9.65732464e-01   
7171    2.85010369e-03   1.69114299e+00   -8.08633867e-01  9.63068784e-01   
7172    2.85010396e-03   1.69114373e+00   -8.08632882e-01  9.60405104e-01   
7173    2.85010423e-03   1.69114441e+00   -8.08631898e-01  9.57741424e-01   
7174    2.85010449e-03   1.69114503e+00   -8.08630913e-01  9.55077744e-01   
7175    2.85010476e-03   1.69114558e+00   -8.08629929e-01  9.52414064e-01   
7176    2.85010502e-03   1.69114605e+00   -8.08628944e-01  9.49750384e-01   
7177    2.85010529e-03   1.69114643e+00   -8.08627959e-01  9.47086704e-01   
7178    2.85010556e-03   1.69114671e+00   -8.08626975e-01  9.44423024e-01   
7179    2.85010582e-03   1.69114688e+00   -8.08625990e-01  9.41759344e-01   
7180    2.85010609e-03   1.69114692e+00   -8.08625005e-01  9.39095664e-01   
7181    2.85010662e-03   1.69114638e+00   -8.08623036e-01  9.33768304e-01   
7182    2.85010716e-03   1.69114510e+00   -8.08621067e-01  9.28440944e-01   
7183    2.85010769e-03   1.69114294e+00   -8.08619097e-01  9.23113584e-01   
7184    2.85010822e-03   1.69113976e+00   -8.08617128e-01  9.17786224e-01   
7185    2.85010875e-03   1.69113539e+00   -8.08615159e-01  9.12458864e-01   
7186    2.85010929e-03   1.69112967e+00   -8.08613189e-01  9.07131504e-01   
7187    2.85010982e-03   1.69112243e+00   -8.08611220e-01  9.01804144e-01   
7188    2.85011035e-03   1.69111349e+00   -8.08609251e-01  8.96476784e-01   
7189    2.85011089e-03   1.69110265e+00   -8.08607281e-01  8.91149424e-01   
7190    2.85011142e-03   1.69108973e+00   -8.08605312e-01  8.85822064e-01   
7191    2.85011248e-03   1.69105383e+00   -8.08601373e-01  8.75167344e-01   
7192    2.85011355e-03   1.69100616e+00   -8.08597434e-01  8.64512624e-01   
7193    2.85011461e-03   1.69094491e+00   -8.08593496e-01  8.53857904e-01   
7194    2.85011568e-03   1.69086821e+00   -8.08589557e-01  8.43203184e-01   
7195    2.85011675e-03   1.69077419e+00   -8.08585618e-01  8.32548464e-01   
7196    2.85011781e-03   1.69066094e+00   -8.08581679e-01  8.21893744e-01   
7197    2.85011888e-03   1.69052653e+00   -8.08577740e-01  8.11239024e-01   
7198    2.85011994e-03   1.69036904e+00   -8.08573801e-01  8.00584304e-01   
7199    2.85012101e-03   1.69018654e+00   -8.08569862e-01  7.89929584e-01   
7200    2.85012314e-03   1.68970633e+00   -8.08561984e-01  7.68620144e-01   
7201    2.85012527e-03   1.68909603e+00   -8.08554105e-01  7.47310704e-01   
7202    2.85012740e-03   1.68834119e+00   -8.08546227e-01  7.26001264e-01   
7203    2.85012953e-03   1.68742777e+00   -8.08538348e-01  7.04691824e-01   
7204    2.85013166e-03   1.68634229e+00   -8.08530469e-01  6.83382384e-01   
7205    2.85013379e-03   1.68507174e+00   -8.08522590e-01  6.62072944e-01   
7206    2.85013592e-03   1.68360367e+00   -8.08514711e-01  6.40763504e-01   
7207    2.85014019e-03   1.67978686e+00   -8.08498952e-01  5.98144624e-01   
7208    2.85014445e-03   1.67500775e+00   -8.08483193e-01  5.55525744e-01   
7209    2.85014871e-03   1.66919369e+00   -8.08467433e-01  5.12906864e-01   
7210    2.85015297e-03   1.66228087e+00   -8.08451673e-01  4.70287984e-01   
7211    2.85015723e-03   1.65421403e+00   -8.08435912e-01  4.27669104e-01   
7212    2.85016149e-03   1.64494622e+00   -8.08420151e-01  3.85050224e-01   
7213    2.85016508e-03   1.63628206e+00   -8.08406899e-01  3.49220588e-01   
7214    2.85016781e-03   1.62916331e+00   -8.08396801e-01  3.21916028e-01   
7215    2.85017054e-03   1.62152045e+00   -8.08386702e-01  2.94611468e-01   
7216    2.85017600e-03   1.60409330e+00   -8.08366504e-01  2.40002349e-01   
7217    2.85018146e-03   1.58449714e+00   -8.08346305e-01  1.85393229e-01   
7218    2.85018692e-03   1.56272050e+00   -8.08326105e-01  1.30784110e-01   
7219    2.85019238e-03   1.53876654e+00   -8.08305903e-01  7.61749900e-02   
7220    2.85019784e-03   1.51265172e+00   -8.08285701e-01  2.15658704e-02   
7221    2.85020000e-03   1.50200295e+00   -8.08277723e-01  -3.19490203e-13  
7222    2.85020546e-03   1.47300431e+00   -8.08257520e-01  0.00000000e+00   
7223    2.85020914e-03   1.45262904e+00   -8.08243926e-01  0.00000000e+00   
7224    2.85021281e-03   1.43146134e+00   -8.08230332e-01  0.00000000e+00   
7225    2.85021648e-03   1.40958383e+00   -8.08216737e-01  0.00000000e+00   
7226    2.85022016e-03   1.38708509e+00   -8.08203142e-01  0.00000000e+00   
7227    2.85022383e-03   1.36405619e+00   -8.08189547e-01  0.00000000e+00   
7228    2.85022751e-03   1.34058819e+00   -8.08175951e-01  0.00000000e+00   
7229    2.85022989e-03   1.32522795e+00   -8.08167144e-01  0.00000000e+00   
7230    2.85023143e-03   1.31519663e+00   -8.08161428e-01  0.00000000e+00   
7231    2.85023298e-03   1.30511126e+00   -8.08155711e-01  0.00000000e+00   
7232    2.85023452e-03   1.29497831e+00   -8.08149994e-01  0.00000000e+00   
7233    2.85023761e-03   1.27457235e+00   -8.08138561e-01  0.00000000e+00   
7234    2.85024070e-03   1.25407464e+00   -8.08127127e-01  0.00000000e+00   
7235    2.85024379e-03   1.23353147e+00   -8.08115692e-01  0.00000000e+00   
7236    2.85024997e-03   1.19259979e+00   -8.08092823e-01  0.00000000e+00   
7237    2.85025615e-03   1.15212465e+00   -8.08069952e-01  0.00000000e+00   
7238    2.85026233e-03   1.11237378e+00   -8.08047080e-01  0.00000000e+00   
7239    2.85026851e-03   1.07358165e+00   -8.08024207e-01  0.00000000e+00   
7240    2.85028086e-03   1.00122261e+00   -8.07978457e-01  0.00000000e+00   
7241    2.85029322e-03   9.35050016e-01   -8.07932702e-01  0.00000000e+00   
7242    2.85030558e-03   8.75654929e-01   -8.07886942e-01  0.00000000e+00   
7243    2.85031794e-03   8.23316741e-01   -8.07841177e-01  0.00000000e+00   
7244    2.85033030e-03   7.78058919e-01   -8.07795408e-01  0.00000000e+00   
7245    2.85034266e-03   7.39700778e-01   -8.07749633e-01  0.00000000e+00   
7246    2.85035502e-03   7.07904468e-01   -8.07703854e-01  0.00000000e+00   
7247    2.85036737e-03   6.82216790e-01   -8.07658070e-01  0.00000000e+00   
7248    2.85037973e-03   6.62105679e-01   -8.07612281e-01  0.00000000e+00   
7249    2.85039209e-03   6.46991423e-01   -8.07566487e-01  0.00000000e+00   
7250    2.85040445e-03   6.36272798e-01   -8.07520688e-01  0.00000000e+00   
7251    2.85041406e-03   6.30310457e-01   -8.07485061e-01  0.00000000e+00   
7252    2.85042247e-03   6.26723283e-01   -8.07453885e-01  0.00000000e+00   
7253    2.85042904e-03   6.24827259e-01   -8.07429535e-01  0.00000000e+00   
7254    2.85043193e-03   6.24160845e-01   -8.07418819e-01  0.00000000e+00   
7255    2.85043278e-03   6.23978754e-01   -8.07415659e-01  0.00000000e+00   
7256    2.85043364e-03   6.23810879e-01   -8.07412500e-01  0.00000000e+00   
7257    2.85043449e-03   6.23657030e-01   -8.07409340e-01  0.00000000e+00   
7258    2.85043619e-03   6.23403924e-01   -8.07403021e-01  0.00000000e+00   
7259    2.85043790e-03   6.23203913e-01   -8.07396702e-01  0.00000000e+00   
7260    2.85043960e-03   6.23055508e-01   -8.07390382e-01  0.00000000e+00   
7261    2.85044131e-03   6.22957234e-01   -8.07384062e-01  0.00000000e+00   
7262    2.85044301e-03   6.22907626e-01   -8.07377743e-01  0.00000000e+00   
7263    2.85044472e-03   6.22905233e-01   -8.07371423e-01  0.00000000e+00   
7264    2.85044642e-03   6.22948619e-01   -8.07365103e-01  0.00000000e+00   
7265    2.85044768e-03   6.23004739e-01   -8.07360454e-01  0.00000000e+00   
7266    2.85044893e-03   6.23084501e-01   -8.07355805e-01  0.00000000e+00   
7267    2.85045144e-03   6.23334144e-01   -8.07346506e-01  0.00000000e+00   
7268    2.85045395e-03   6.23669539e-01   -8.07337207e-01  0.00000000e+00   
7269    2.85045645e-03   6.24086392e-01   -8.07327908e-01  0.00000000e+00   
7270    2.85045896e-03   6.24580487e-01   -8.07318609e-01  0.00000000e+00   
7271    2.85046147e-03   6.25147690e-01   -8.07309310e-01  0.00000000e+00   
7272    2.85046649e-03   6.26542810e-01   -8.07290710e-01  0.00000000e+00   
7273    2.85047150e-03   6.28168330e-01   -8.07272110e-01  0.00000000e+00   
7274    2.85047652e-03   6.29995379e-01   -8.07253509e-01  0.00000000e+00   
7275    2.85048153e-03   6.31996555e-01   -8.07234908e-01  0.00000000e+00   
7276    2.85048655e-03   6.34145942e-01   -8.07216305e-01  0.00000000e+00   
7277    2.85049157e-03   6.36419120e-01   -8.07197702e-01  0.00000000e+00   
7278    2.85049658e-03   6.38793159e-01   -8.07179098e-01  0.00000000e+00   
7279    2.85050160e-03   6.41246612e-01   -8.07160493e-01  0.00000000e+00   
7280    2.85050661e-03   6.43759498e-01   -8.07141887e-01  0.00000000e+00   
7281    2.85051665e-03   6.48885738e-01   -8.07104673e-01  0.00000000e+00   
7282    2.85052668e-03   6.53996578e-01   -8.07067456e-01  0.00000000e+00   
7283    2.85053671e-03   6.58996159e-01   -8.07030235e-01  0.00000000e+00   
7284    2.85054674e-03   6.63807087e-01   -8.06993012e-01  0.00000000e+00   
7285    2.85055678e-03   6.68368794e-01   -8.06955785e-01  0.00000000e+00   
7286    2.85056681e-03   6.72635854e-01   -8.06918555e-01  0.00000000e+00   
7287    2.85057684e-03   6.76576285e-01   -8.06881322e-01  0.00000000e+00   
7288    2.85059690e-03   6.83058905e-01   -8.06806846e-01  0.00000000e+00   
7289    2.85061697e-03   6.88170112e-01   -8.06732357e-01  0.00000000e+00   
7290    2.85063703e-03   6.92016399e-01   -8.06657855e-01  0.00000000e+00   
7291    2.85065710e-03   6.94752108e-01   -8.06583341e-01  0.00000000e+00   
7292    2.85067301e-03   6.96310854e-01   -8.06524238e-01  0.00000000e+00   
7293    2.85068654e-03   6.97251243e-01   -8.06473965e-01  0.00000000e+00   
7294    2.85069753e-03   6.97791092e-01   -8.06433157e-01  0.00000000e+00   
7295    2.85070675e-03   6.98104668e-01   -8.06398888e-01  0.00000000e+00   
7296    2.85071428e-03   6.98277095e-01   -8.06370894e-01  0.00000000e+00   
7297    2.85072033e-03   6.98366359e-01   -8.06348428e-01  0.00000000e+00   
7298    2.85072479e-03   6.98407367e-01   -8.06331864e-01  0.00000000e+00   
7299    2.85072808e-03   6.98424885e-01   -8.06319602e-01  0.00000000e+00   
7300    2.85073138e-03   6.98430305e-01   -8.06307340e-01  0.00000000e+00   
7301    2.85073468e-03   6.98424352e-01   -8.06295077e-01  0.00000000e+00   
7302    2.85073798e-03   6.98407736e-01   -8.06282814e-01  0.00000000e+00   
7303    2.85074128e-03   6.98381150e-01   -8.06270551e-01  0.00000000e+00   
7304    2.85074458e-03   6.98345272e-01   -8.06258287e-01  0.00000000e+00   
7305    2.85074788e-03   6.98300760e-01   -8.06246023e-01  0.00000000e+00   
7306    2.85075118e-03   6.98248256e-01   -8.06233759e-01  0.00000000e+00   
7307    2.85075448e-03   6.98188382e-01   -8.06221494e-01  0.00000000e+00   
7308    2.85075778e-03   6.98121742e-01   -8.06209229e-01  0.00000000e+00   
7309    2.85076438e-03   6.97965914e-01   -8.06184698e-01  0.00000000e+00   
7310    2.85077098e-03   6.97791742e-01   -8.06160165e-01  0.00000000e+00   
7311    2.85077758e-03   6.97603109e-01   -8.06135632e-01  0.00000000e+00   
7312    2.85078418e-03   6.97403583e-01   -8.06111096e-01  0.00000000e+00   
7313    2.85079077e-03   6.97196420e-01   -8.06086560e-01  0.00000000e+00   
7314    2.85079737e-03   6.96984573e-01   -8.06062022e-01  0.00000000e+00   
7315    2.85080397e-03   6.96770696e-01   -8.06037482e-01  0.00000000e+00   
7316    2.85081057e-03   6.96557158e-01   -8.06012941e-01  0.00000000e+00   
7317    2.85081717e-03   6.96346053e-01   -8.05988399e-01  0.00000000e+00   
7318    2.85082377e-03   6.96139213e-01   -8.05963856e-01  0.00000000e+00   
7319    2.85083697e-03   6.95753507e-01   -8.05914764e-01  0.00000000e+00   
7320    2.85085017e-03   6.95403425e-01   -8.05865667e-01  0.00000000e+00   
7321    2.85086336e-03   6.95093816e-01   -8.05816565e-01  0.00000000e+00   
7322    2.85087656e-03   6.94827193e-01   -8.05767457e-01  0.00000000e+00   
7323    2.85090296e-03   6.94461165e-01   -8.05669225e-01  0.00000000e+00   
7324    2.85092935e-03   6.94242965e-01   -8.05570970e-01  0.00000000e+00   
7325    2.85094910e-03   6.94151674e-01   -8.05497439e-01  0.00000000e+00   
7326    2.85096490e-03   6.94118606e-01   -8.05438606e-01  0.00000000e+00   
7327    2.85097722e-03   6.94114136e-01   -8.05392739e-01  0.00000000e+00   
7328    2.85098724e-03   6.94122999e-01   -8.05355422e-01  0.00000000e+00   
7329    2.85099726e-03   6.94142788e-01   -8.05318102e-01  0.00000000e+00   
7330    2.85100728e-03   6.94171986e-01   -8.05280779e-01  0.00000000e+00   
7331    2.85101730e-03   6.94209153e-01   -8.05243452e-01  0.00000000e+00   
7332    2.85102732e-03   6.94252936e-01   -8.05206123e-01  0.00000000e+00   
7333    2.85103733e-03   6.94302088e-01   -8.05168790e-01  0.00000000e+00   
7334    2.85104735e-03   6.94355466e-01   -8.05131454e-01  0.00000000e+00   
7335    2.85105737e-03   6.94412043e-01   -8.05094114e-01  0.00000000e+00   
7336    2.85106739e-03   6.94470902e-01   -8.05056772e-01  0.00000000e+00   
7337    2.85107741e-03   6.94531239e-01   -8.05019426e-01  0.00000000e+00   
7338    2.85108743e-03   6.94592358e-01   -8.04982077e-01  0.00000000e+00   
7339    2.85110747e-03   6.94713695e-01   -8.04907370e-01  0.00000000e+00   
7340    2.85112751e-03   6.94831426e-01   -8.04832650e-01  0.00000000e+00   
7341    2.85114755e-03   6.94943924e-01   -8.04757917e-01  0.00000000e+00   
7342    2.85118763e-03   6.95145517e-01   -8.04608414e-01  0.00000000e+00   
7343    2.85124094e-03   6.95380503e-01   -8.04409448e-01  0.00000000e+00   
7344    2.85129426e-03   6.95593800e-01   -8.04210392e-01  0.00000000e+00   
7345    2.85134757e-03   6.95795269e-01   -8.04011246e-01  0.00000000e+00   
7346    2.85140089e-03   6.95991666e-01   -8.03812010e-01  0.00000000e+00   
7347    2.85145420e-03   6.96186861e-01   -8.03612684e-01  0.00000000e+00   
7348    2.85150752e-03   6.96382654e-01   -8.03413267e-01  0.00000000e+00   
7349    2.85161415e-03   6.96778214e-01   -8.03014163e-01  0.00000000e+00   
7350    2.85182741e-03   6.97575904e-01   -8.02214874e-01  0.00000000e+00   
7351    2.85204068e-03   6.98376033e-01   -8.01414145e-01  0.00000000e+00   
7352    2.85246720e-03   6.99980918e-01   -7.99808371e-01  0.00000000e+00   
7353    2.85332025e-03   7.03207804e-01   -7.96579603e-01  0.00000000e+00   
7354    2.85502636e-03   7.09730115e-01   -7.90053505e-01  0.00000000e+00   
7355    2.85843856e-03   7.23046397e-01   -7.76729711e-01  0.00000000e+00   
7356    2.86526297e-03   7.50743960e-01   -7.49017375e-01  0.00000000e+00   
7357    2.87526297e-03   7.93800480e-01   -7.05937479e-01  0.00000000e+00   
7358    2.88526297e-03   8.39640128e-01   -6.60071571e-01  0.00000000e+00   
7359    2.89526297e-03   8.88086303e-01   -6.11600662e-01  0.00000000e+00   
7360    2.90000000e-03   9.11884911e-01   -5.87785252e-01  5.42101086e-13   
7361    2.90000050e-03   9.11887425e-01   -5.87782711e-01  5.00000000e-03   
7362    2.90000085e-03   9.11889187e-01   -5.87780932e-01  8.49997594e-03   
7363    2.90000120e-03   9.11890954e-01   -5.87779152e-01  1.19999519e-02   
7364    2.90000155e-03   9.11892728e-01   -5.87777373e-01  1.54999278e-02   
