Index        TIME         {V(24,6)+6.0}     {V(26)+6.0}    {V(13,19)+6.0}     {V(24)+6.0}      {V(6)+6.0}       {V(26)+6.0}      {V(13)+6.0}      {V(19)+6.0}
494     1.25005625e-06   5.99999963e+00   6.00000000e+00   5.99980000e+00   7.22985179e+00   7.22985216e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
495     1.25006875e-06   5.99999953e+00   6.00000000e+00   5.99980000e+00   7.22990510e+00   7.22990557e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
496     1.25008125e-06   5.99999944e+00   6.00000000e+00   5.99980000e+00   7.22995688e+00   7.22995745e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
497     1.25010625e-06   5.99999926e+00   6.00000000e+00   5.99980000e+00   7.23005571e+00   7.23005645e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
498     1.25015625e-06   5.99999898e+00   6.00000000e+00   5.99980000e+00   7.23023488e+00   7.23023590e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
499     1.25025625e-06   5.99999866e+00   6.00000000e+00   5.99980000e+00   7.23052032e+00   7.23052166e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
500     1.25035625e-06   5.99999860e+00   6.00000000e+00   5.99980000e+00   7.23070833e+00   7.23070973e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
501     1.25055625e-06   5.99999930e+00   6.00000000e+00   5.99980000e+00   7.23080622e+00   7.23080692e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
502     1.25073625e-06   6.00000050e+00   6.00000000e+00   5.99980000e+00   7.23070434e+00   7.23070384e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
503     1.25091625e-06   6.00000192e+00   6.00000000e+00   5.99980000e+00   7.23060464e+00   7.23060272e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
504     1.25109625e-06   6.00000349e+00   6.00000000e+00   5.99980000e+00   7.23054449e+00   7.23054100e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
505     1.25145625e-06   6.00000697e+00   6.00000000e+00   5.99980000e+00   7.23051784e+00   7.23051087e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
506     1.25181625e-06   6.00001117e+00   6.00000000e+00   5.99980000e+00   7.23071279e+00   7.23070162e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
507     1.25217625e-06   6.00001590e+00   6.00000000e+00   5.99980000e+00   7.23107123e+00   7.23105533e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
508     1.25253625e-06   6.00002124e+00   6.00000000e+00   5.99980000e+00   7.23160763e+00   7.23158639e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
509     1.25325625e-06   6.00003411e+00   6.00000000e+00   5.99980000e+00   7.23320688e+00   7.23317277e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
510     1.25361325e-06   6.00004258e+00   6.00000000e+00   5.99980000e+00   7.23445139e+00   7.23440881e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
511     1.25391804e-06   6.00005126e+00   6.00000000e+00   5.99980000e+00   7.23576720e+00   7.23571594e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
512     1.25419236e-06   6.00006056e+00   6.00000000e+00   5.99980000e+00   7.23719133e+00   7.23713077e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
513     1.25446668e-06   6.00007198e+00   6.00000000e+00   5.99980000e+00   7.23908150e+00   7.23900952e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
514     1.25501532e-06   6.00009560e+00   6.00000000e+00   5.99980000e+00   7.24367538e+00   7.24357979e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
515     1.25556396e-06   6.00011612e+00   6.00000000e+00   5.99980000e+00   7.24832528e+00   7.24820917e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
516     1.25611260e-06   6.00013498e+00   6.00000000e+00   5.99980000e+00   7.25282532e+00   7.25269034e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
517     1.25720988e-06   6.00016849e+00   6.00000000e+00   5.99980000e+00   7.26142905e+00   7.26126056e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
518     1.25794661e-06   6.00018558e+00   6.00000000e+00   5.99980000e+00   7.26668398e+00   7.26649839e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
519     1.25839899e-06   6.00019476e+00   6.00000000e+00   5.99980000e+00   7.26977931e+00   7.26958455e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
520     1.25877657e-06   6.00020146e+00   6.00000000e+00   5.99980000e+00   7.27226662e+00   7.27206516e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
521     1.25900581e-06   6.00020518e+00   6.00000000e+00   5.99980000e+00   7.27373963e+00   7.27353445e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
522     1.25923505e-06   6.00020854e+00   6.00000000e+00   5.99980000e+00   7.27517438e+00   7.27496584e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
523     1.25946429e-06   6.00021154e+00   6.00000000e+00   5.99980000e+00   7.27657041e+00   7.27635887e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
524     1.25992277e-06   6.00021617e+00   6.00000000e+00   5.99980000e+00   7.27920556e+00   7.27898939e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
525     1.26000000e-06   6.00021691e+00   6.00000000e+00   5.99980000e+00   7.27964495e+00   7.27942804e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
526     1.26005000e-06   6.00021745e+00   6.00000000e+00   5.99980000e+00   7.27988062e+00   7.27966317e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
527     1.26005625e-06   6.00021752e+00   6.00000000e+00   5.99980000e+00   7.27990999e+00   7.27969247e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
528     1.26006875e-06   6.00021765e+00   6.00000000e+00   5.99980000e+00   7.27996863e+00   7.27975097e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
529     1.26008125e-06   6.00021779e+00   6.00000000e+00   5.99980000e+00   7.28002716e+00   7.27980937e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
530     1.26010625e-06   6.00021805e+00   6.00000000e+00   5.99980000e+00   7.28014379e+00   7.27992574e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
531     1.26015625e-06   6.00021856e+00   6.00000000e+00   5.99980000e+00   7.28037539e+00   7.28015683e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
532     1.26025625e-06   6.00021951e+00   6.00000000e+00   5.99980000e+00   7.28083177e+00   7.28061226e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
533     1.26045625e-06   6.00022116e+00   6.00000000e+00   5.99980000e+00   7.28171680e+00   7.28149564e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
534     1.26085625e-06   6.00022337e+00   6.00000000e+00   5.99980000e+00   7.28337267e+00   7.28314930e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
535     1.26109444e-06   6.00022429e+00   6.00000000e+00   5.99980000e+00   7.28431749e+00   7.28409321e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
536     1.26129659e-06   6.00022477e+00   6.00000000e+00   5.99980000e+00   7.28508907e+00   7.28486429e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
537     1.26149874e-06   6.00022496e+00   6.00000000e+00   5.99980000e+00   7.28582943e+00   7.28560447e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
538     1.26168068e-06   6.00022487e+00   6.00000000e+00   5.99980000e+00   7.28646980e+00   7.28624492e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
539     1.26186261e-06   6.00022454e+00   6.00000000e+00   5.99980000e+00   7.28708381e+00   7.28685927e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
540     1.26199690e-06   6.00022416e+00   6.00000000e+00   5.99980000e+00   7.28752264e+00   7.28729848e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
541     1.26208416e-06   6.00022385e+00   6.00000000e+00   5.99980000e+00   7.28780171e+00   7.28757786e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
542     1.26217141e-06   6.00022348e+00   6.00000000e+00   5.99980000e+00   7.28807473e+00   7.28785125e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
543     1.26234593e-06   6.00022252e+00   6.00000000e+00   5.99980000e+00   7.28859662e+00   7.28837410e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
544     1.26269495e-06   6.00021963e+00   6.00000000e+00   5.99980000e+00   7.28954415e+00   7.28932451e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
545     1.26339299e-06   6.00020956e+00   6.00000000e+00   5.99980000e+00   7.29106090e+00   7.29085134e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
546     1.26409104e-06   6.00019452e+00   6.00000000e+00   5.99980000e+00   7.29220908e+00   7.29201456e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
547     1.26426489e-06   6.00019045e+00   6.00000000e+00   5.99980000e+00   7.29247230e+00   7.29228185e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
548     1.26438430e-06   6.00018750e+00   6.00000000e+00   5.99980000e+00   7.29264244e+00   7.29245494e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
549     1.26450371e-06   6.00018439e+00   6.00000000e+00   5.99980000e+00   7.29280196e+00   7.29261757e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
550     1.26462312e-06   6.00018112e+00   6.00000000e+00   5.99980000e+00   7.29295095e+00   7.29276982e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
551     1.26486195e-06   6.00017419e+00   6.00000000e+00   5.99980000e+00   7.29322451e+00   7.29305032e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
552     1.26510077e-06   6.00016660e+00   6.00000000e+00   5.99980000e+00   7.29345884e+00   7.29329224e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
553     1.26557842e-06   6.00014919e+00   6.00000000e+00   5.99980000e+00   7.29380654e+00   7.29365735e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
554     1.26605607e-06   6.00012861e+00   6.00000000e+00   5.99980000e+00   7.29399638e+00   7.29386777e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
555     1.26701137e-06   6.00007648e+00   6.00000000e+00   5.99980000e+00   7.29392940e+00   7.29385293e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
556     1.26796667e-06   6.00000839e+00   6.00000000e+00   5.99980000e+00   7.29330134e+00   7.29329295e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
557     1.26892197e-06   5.99992261e+00   6.00000000e+00   5.99980000e+00   7.29216446e+00   7.29224185e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
558     1.26987727e-06   5.99981775e+00   6.00000000e+00   5.99980000e+00   7.29057666e+00   7.29075891e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
559     1.27000000e-06   5.99980271e+00   6.00000000e+00   5.99980000e+00   7.29033738e+00   7.29053467e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
560     1.27012273e-06   5.99978734e+00   6.00000000e+00   5.99980000e+00   7.29009209e+00   7.29030475e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
561     1.27013807e-06   5.99978541e+00   6.00000000e+00   5.99980000e+00   7.29006134e+00   7.29027592e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
562     1.27016876e-06   5.99978154e+00   6.00000000e+00   5.99980000e+00   7.28999948e+00   7.29021794e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
563     1.27023012e-06   5.99977371e+00   6.00000000e+00   5.99980000e+00   7.28987435e+00   7.29010065e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
564     1.27035286e-06   5.99975770e+00   6.00000000e+00   5.99980000e+00   7.28961854e+00   7.28986084e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
565     1.27059832e-06   5.99972432e+00   6.00000000e+00   5.99980000e+00   7.28908537e+00   7.28936105e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
566     1.27084378e-06   5.99968956e+00   6.00000000e+00   5.99980000e+00   7.28853148e+00   7.28884193e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
567     1.27133471e-06   5.99961449e+00   6.00000000e+00   5.99980000e+00   7.28734807e+00   7.28773358e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
568     1.27173430e-06   5.99954970e+00   6.00000000e+00   5.99980000e+00   7.28633890e+00   7.28678919e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
569     1.27213388e-06   5.99948126e+00   6.00000000e+00   5.99980000e+00   7.28528809e+00   7.28580684e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
570     1.27253346e-06   5.99940917e+00   6.00000000e+00   5.99980000e+00   7.28420007e+00   7.28479090e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
571     1.27333262e-06   5.99925659e+00   6.00000000e+00   5.99980000e+00   7.28195099e+00   7.28269440e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
572     1.27387187e-06   5.99914319e+00   6.00000000e+00   5.99980000e+00   7.28035542e+00   7.28121223e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
573     1.27435719e-06   5.99903604e+00   6.00000000e+00   5.99980000e+00   7.27889403e+00   7.27985799e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
574     1.27484251e-06   5.99892392e+00   6.00000000e+00   5.99980000e+00   7.27741465e+00   7.27849074e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
575     1.27532782e-06   5.99880692e+00   6.00000000e+00   5.99980000e+00   7.27592437e+00   7.27711745e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
576     1.27629846e-06   5.99856187e+00   6.00000000e+00   5.99980000e+00   7.27293885e+00   7.27437698e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
577     1.27690070e-06   5.99839793e+00   6.00000000e+00   5.99980000e+00   7.27109643e+00   7.27269850e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
578     1.27744271e-06   5.99824487e+00   6.00000000e+00   5.99980000e+00   7.26945775e+00   7.27121288e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
579     1.27798472e-06   5.99808647e+00   6.00000000e+00   5.99980000e+00   7.26784536e+00   7.26975889e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
580     1.27852672e-06   5.99792284e+00   6.00000000e+00   5.99980000e+00   7.26626533e+00   7.26834249e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
581     1.27961074e-06   5.99758380e+00   6.00000000e+00   5.99980000e+00   7.26319681e+00   7.26561301e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
582     1.28027210e-06   5.99736460e+00   6.00000000e+00   5.99980000e+00   7.26143339e+00   7.26406879e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
583     1.28086489e-06   5.99716251e+00   6.00000000e+00   5.99980000e+00   7.25991383e+00   7.26275132e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
584     1.28145768e-06   5.99695493e+00   6.00000000e+00   5.99980000e+00   7.25845850e+00   7.26150357e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
585     1.28205047e-06   5.99674199e+00   6.00000000e+00   5.99980000e+00   7.25706970e+00   7.26032771e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
586     1.28323604e-06   5.99630393e+00   6.00000000e+00   5.99980000e+00   7.25445118e+00   7.25814725e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
587     1.28420671e-06   5.99592468e+00   6.00000000e+00   5.99980000e+00   7.25258367e+00   7.25665899e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
588     1.28508032e-06   5.99557272e+00   6.00000000e+00   5.99980000e+00   7.25104783e+00   7.25547511e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
589     1.28595393e-06   5.99521034e+00   6.00000000e+00   5.99980000e+00   7.24965045e+00   7.25444011e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
590     1.28682753e-06   5.99483770e+00   6.00000000e+00   5.99980000e+00   7.24838309e+00   7.25354538e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
591     1.28857474e-06   5.99406897e+00   6.00000000e+00   5.99980000e+00   7.24611958e+00   7.25205062e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
592     1.28998440e-06   5.99340960e+00   6.00000000e+00   5.99980000e+00   7.24468952e+00   7.25127992e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
593     1.29139406e-06   5.99272505e+00   6.00000000e+00   5.99980000e+00   7.24344095e+00   7.25071591e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
594     1.29280372e-06   5.99201565e+00   6.00000000e+00   5.99980000e+00   7.24232283e+00   7.25030719e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
595     1.29562304e-06   5.99054000e+00   6.00000000e+00   5.99980000e+00   7.24024942e+00   7.24970942e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
596     1.29844236e-06   5.98893060e+00   6.00000000e+00   5.99980000e+00   7.23823394e+00   7.24930334e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
597     1.30112623e-06   5.98731832e+00   6.00000000e+00   5.99980000e+00   7.23610998e+00   7.24879166e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
598     1.30381009e-06   5.98563046e+00   6.00000000e+00   5.99980000e+00   7.23372728e+00   7.24809683e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
599     1.30649396e-06   5.98387211e+00   6.00000000e+00   5.99980000e+00   7.23108568e+00   7.24721357e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
600     1.31186168e-06   5.98020748e+00   6.00000000e+00   5.99980000e+00   7.22532178e+00   7.24511430e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
601     1.31564037e-06   5.97744678e+00   6.00000000e+00   5.99980000e+00   7.22081157e+00   7.24336479e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
602     1.31941905e-06   5.97459527e+00   6.00000000e+00   5.99980000e+00   7.21625371e+00   7.24165844e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
603     1.32697642e-06   5.96861274e+00   6.00000000e+00   5.99980000e+00   7.20742062e+00   7.23880788e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
604     1.33453378e-06   5.96241809e+00   6.00000000e+00   5.99980000e+00   7.19894844e+00   7.23653035e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
605     1.34209115e-06   5.95606737e+00   6.00000000e+00   5.99980000e+00   7.19077847e+00   7.23471110e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
606     1.35720588e-06   5.94314449e+00   6.00000000e+00   5.99980000e+00   7.17497764e+00   7.23183315e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
607     1.37232061e-06   5.93002901e+00   6.00000000e+00   5.99980000e+00   7.16038287e+00   7.23035386e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
608     1.40255008e-06   5.90488595e+00   6.00000000e+00   5.99980000e+00   7.13467353e+00   7.22978757e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
609     1.46300901e-06   5.86171611e+00   6.00000000e+00   5.99980000e+00   7.09532535e+00   7.23360923e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
610     1.52346794e-06   5.82589505e+00   6.00000000e+00   5.99980000e+00   7.06552015e+00   7.23962509e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
611     1.58392687e-06   5.79670456e+00   6.00000000e+00   5.99980000e+00   7.04301016e+00   7.24630559e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
612     1.67000000e-06   5.76226235e+00   6.00000000e+00   5.99980000e+00   7.01791990e+00   7.25565756e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
613     1.67005000e-06   5.76224507e+00   6.02500000e+00   5.99980000e+00   7.01786078e+00   7.25561572e+00   6.02500000e+00   5.99990000e+00   6.00010000e+00   
614     1.67007500e-06   5.76223643e+00   6.03750000e+00   5.99980000e+00   7.01783128e+00   7.25559485e+00   6.03750000e+00   5.99990000e+00   6.00010000e+00   
615     1.67009750e-06   5.76222866e+00   6.04875000e+00   5.99980000e+00   7.01780498e+00   7.25557632e+00   6.04875000e+00   5.99990000e+00   6.00010000e+00   
616     1.67014250e-06   5.76221313e+00   6.07125000e+00   5.99980000e+00   7.01775340e+00   7.25554027e+00   6.07125000e+00   5.99990000e+00   6.00010000e+00   
617     1.67023250e-06   5.76218212e+00   6.11625000e+00   5.99980000e+00   7.01765428e+00   7.25547216e+00   6.11625000e+00   5.99990000e+00   6.00010000e+00   
618     1.67041250e-06   5.76212028e+00   6.20625000e+00   5.99980000e+00   7.01747211e+00   7.25535183e+00   6.20625000e+00   5.99990000e+00   6.00010000e+00   
619     1.67077250e-06   5.76199732e+00   6.38625000e+00   5.99980000e+00   7.01717117e+00   7.25517386e+00   6.38625000e+00   5.99990000e+00   6.00010000e+00   
620     1.67113250e-06   5.76187506e+00   6.56625000e+00   5.99980000e+00   7.01693278e+00   7.25505772e+00   6.56625000e+00   5.99990000e+00   6.00010000e+00   
621     1.67149250e-06   5.76175350e+00   6.74625000e+00   5.99980000e+00   7.01675605e+00   7.25500255e+00   6.74625000e+00   5.99990000e+00   6.00010000e+00   
622     1.67221250e-06   5.76151195e+00   7.10625000e+00   5.99980000e+00   7.01654363e+00   7.25503168e+00   7.10625000e+00   5.99990000e+00   6.00010000e+00   
623     1.67293250e-06   5.76127413e+00   7.46625000e+00   5.99980000e+00   7.01666480e+00   7.25539066e+00   7.46625000e+00   5.99990000e+00   6.00010000e+00   
624     1.67358050e-06   5.76106212e+00   7.79025000e+00   5.99980000e+00   7.01695627e+00   7.25589414e+00   7.79025000e+00   5.99990000e+00   6.00010000e+00   
625     1.67422850e-06   5.76091309e+00   8.11425000e+00   5.99980000e+00   7.01748516e+00   7.25657207e+00   8.11425000e+00   5.99990000e+00   6.00010000e+00   
626     1.67487650e-06   5.76160036e+00   8.43825000e+00   5.99980000e+00   7.01901642e+00   7.25741606e+00   8.43825000e+00   5.99990000e+00   6.00010000e+00   
627     1.67520050e-06   5.76256615e+00   8.60025000e+00   5.99980000e+00   7.02047867e+00   7.25791251e+00   8.60025000e+00   5.99990000e+00   6.00010000e+00   
628     1.67534474e-06   5.76312354e+00   8.67236854e+00   5.99980000e+00   7.02127900e+00   7.25815546e+00   8.67236854e+00   5.99990000e+00   6.00010000e+00   
629     1.67548897e-06   5.76382248e+00   8.74448708e+00   5.99980000e+00   7.02225314e+00   7.25843066e+00   8.74448708e+00   5.99990000e+00   6.00010000e+00   
630     1.67563321e-06   5.76456577e+00   8.81660562e+00   5.99980000e+00   7.02338840e+00   7.25882263e+00   8.81660562e+00   5.99990000e+00   6.00010000e+00   
631     1.67592169e-06   5.76605869e+00   8.96084270e+00   5.99980000e+00   7.02598027e+00   7.25992158e+00   8.96084270e+00   5.99990000e+00   6.00010000e+00   
632     1.67612458e-06   5.76738766e+00   9.06228798e+00   5.99980000e+00   7.02823498e+00   7.26084732e+00   9.06228798e+00   5.99990000e+00   6.00010000e+00   
633     1.67630718e-06   5.76867925e+00   9.15358874e+00   5.99980000e+00   7.03044295e+00   7.26176370e+00   9.15358874e+00   5.99990000e+00   6.00010000e+00   
634     1.67648978e-06   5.77002784e+00   9.24488951e+00   5.99980000e+00   7.03280444e+00   7.26277660e+00   9.24488951e+00   5.99990000e+00   6.00010000e+00   
635     1.67667238e-06   5.77139225e+00   9.33619027e+00   5.99980000e+00   7.03529175e+00   7.26389950e+00   9.33619027e+00   5.99990000e+00   6.00010000e+00   
636     1.67703758e-06   5.77401743e+00   9.51879179e+00   5.99980000e+00   7.04045130e+00   7.26643386e+00   9.51879179e+00   5.99990000e+00   6.00010000e+00   
637     1.67740279e-06   5.77612366e+00   9.70139331e+00   5.99980000e+00   7.04586172e+00   7.26973806e+00   9.70139331e+00   5.99990000e+00   6.00010000e+00   
638     1.67776799e-06   5.77751686e+00   9.88399483e+00   5.99980000e+00   7.05114232e+00   7.27362547e+00   9.88399483e+00   5.99990000e+00   6.00010000e+00   
639     1.67813319e-06   5.77802024e+00   1.00665963e+01   5.99980000e+00   7.05609750e+00   7.27807726e+00   1.00665963e+01   5.99990000e+00   6.00010000e+00   
640     1.67886360e-06   5.77649960e+00   1.04317994e+01   5.99980000e+00   7.06462706e+00   7.28812746e+00   1.04317994e+01   5.99990000e+00   6.00010000e+00   
641     1.67959400e-06   5.77193143e+00   1.07970024e+01   5.99980000e+00   7.07049232e+00   7.29856088e+00   1.07970024e+01   5.99990000e+00   6.00010000e+00   
642     1.68000000e-06   5.76869151e+00   1.10000000e+01   5.99980000e+00   7.07239386e+00   7.30370235e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
643     1.68040600e-06   5.76084038e+00   1.10000000e+01   5.99980000e+00   7.07202719e+00   7.31118681e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
644     1.68055198e-06   5.75779877e+00   1.10000000e+01   5.99980000e+00   7.07173828e+00   7.31393951e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
645     1.68069796e-06   5.75455229e+00   1.10000000e+01   5.99980000e+00   7.07129713e+00   7.31674484e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
646     1.68098993e-06   5.74729781e+00   1.10000000e+01   5.99980000e+00   7.06983861e+00   7.32254081e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
647     1.68157386e-06   5.73003569e+00   1.10000000e+01   5.99980000e+00   7.06479700e+00   7.33476131e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
648     1.68215780e-06   5.71018764e+00   1.10000000e+01   5.99980000e+00   7.05774073e+00   7.34755309e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
649     1.68332567e-06   5.66031522e+00   1.10000000e+01   5.99980000e+00   7.03587012e+00   7.37555490e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
650     1.68427094e-06   5.61304444e+00   1.10000000e+01   5.99980000e+00   7.01297765e+00   7.39993321e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
651     1.68521622e-06   5.55845746e+00   1.10000000e+01   5.99980000e+00   6.98465001e+00   7.42619254e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
652     1.68616149e-06   5.49607700e+00   1.10000000e+01   5.99980000e+00   6.95051992e+00   7.45444291e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
653     1.68805205e-06   5.35222976e+00   1.10000000e+01   5.99980000e+00   6.86713293e+00   7.51490317e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
654     1.68904329e-06   5.26066516e+00   1.10000000e+01   5.99980000e+00   6.81001866e+00   7.54935350e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
655     1.69003453e-06   5.16096309e+00   1.10000000e+01   5.99980000e+00   6.74457005e+00   7.58360696e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
656     1.69077077e-06   5.08261111e+00   1.10000000e+01   5.99980000e+00   6.69121671e+00   7.60860560e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
657     1.69150702e-06   4.99977259e+00   1.10000000e+01   5.99980000e+00   6.63303496e+00   7.63326237e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
658     1.69224327e-06   4.91230999e+00   1.10000000e+01   5.99980000e+00   6.56996657e+00   7.65765658e+00   1.10000000e+01   5.99990000e+00   6.00010000e+00   
